Income,Recency,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Age,Customer_Days,MntTotal,MntRegularProds,AcceptedCmpOverall,Response
27450,57,2,1,3,69,2599,91,39,0,0
39453,64,2,0,3,37,2246,53,51,0,0
26850,10,2,1,4,49,2231,54,45,0,0
79800,65,5,11,5,65,2803,1643,1419,3,1
61794,74,4,4,10,59,2447,600,589,0,0
53863,4,7,1,7,65,2202,443,413,1,0
24221,94,1,1,3,61,2472,33,11,0,0
39684,41,2,1,2,36,2784,64,47,0,1
92163,25,5,11,5,45,2723,2066,2046,2,1
69882,94,3,7,9,55,2390,1313,1148,0,0
33178,9,1,0,3,43,2309,33,17,0,0
59973,47,3,4,7,48,2450,382,382,0,0
17459,12,3,1,2,45,2442,39,9,0,1
23910,80,2,0,3,51,2770,54,41,0,0
42169,20,1,0,3,51,2412,28,26,0,0
26224,39,2,1,3,42,2549,48,33,0,0
31089,57,3,0,4,39,2840,75,71,0,0
30081,27,1,0,3,59,2652,38,34,0,0
62807,83,5,3,12,60,2826,720,621,0,0
72906,79,3,4,9,65,2444,1097,1043,0,0
61467,69,5,2,10,72,2726,545,496,0,0
49618,77,3,1,3,54,2678,115,101,0,0
21888,15,5,1,2,34,2706,149,85,0,1
42429,99,1,1,3,47,2297,63,59,0,0
26150,61,1,0,3,64,2634,27,26,0,0
30801,23,1,0,3,45,2770,34,23,0,0
81168,84,6,4,7,55,2212,1171,1149,1,0
26877,74,3,1,6,51,2473,228,188,0,0
45006,90,3,1,7,76,2505,256,246,0,0
18978,41,1,0,3,47,2724,22,7,0,0
22574,28,2,0,3,53,2403,35,33,0,0
48240,73,6,3,13,51,2756,841,800,0,1
45837,88,6,2,5,46,2497,349,325,0,0
35791,94,1,0,3,55,2578,32,29,0,0
54162,31,1,0,3,42,2627,32,22,0,0
30522,6,1,2,9,60,2840,300,274,0,0
54456,23,6,1,7,59,2512,389,374,0,0
31632,92,2,1,2,49,2509,63,31,0,0
72298,52,4,3,6,71,2270,904,869,2,0
36975,50,1,0,3,42,2342,31,29,0,0
72635,54,6,8,6,65,2550,874,767,1,0
13624,93,2,0,3,44,2684,30,24,0,0
84196,56,8,4,7,45,2550,1047,857,0,0
70971,28,11,11,5,60,2805,1808,1791,0,1
34487,94,3,0,3,43,2820,95,87,0,0
28769,76,4,1,4,43,2717,188,185,0,0
69084,43,7,3,13,50,2381,1556,1526,0,0
65488,46,3,4,6,62,2175,909,855,0,0
62466,13,6,3,12,50,2324,806,723,0,0
32218,27,2,1,3,60,2293,63,33,1,1
83917,12,6,7,7,47,2596,1508,1429,0,1
46102,3,1,0,2,58,2270,15,14,0,0
84574,72,9,11,11,68,2549,1212,1049,0,0
56181,6,4,2,7,58,2696,345,297,0,0
63120,53,8,4,9,70,2798,1408,1339,0,1
73691,58,6,2,8,49,2394,1106,1033,1,0
63381,78,4,5,13,60,2791,846,687,0,0
76140,57,5,9,6,72,2206,1322,1296,0,0
62859,37,9,4,6,61,2705,1282,1257,0,0
45906,20,5,4,4,56,2577,342,198,1,0
77632,73,4,2,6,73,2635,2105,1958,2,1
46463,56,3,1,6,49,2474,224,213,0,0
105471,36,9,8,13,50,2683,1517,1310,2,1
55282,9,3,1,6,50,2357,216,197,0,0
78710,42,7,6,12,43,2196,1042,992,0,0
66886,28,7,1,7,62,2445,453,307,0,0
98777,23,4,6,9,60,2291,1970,1932,1,0
29103,38,1,0,3,35,2830,42,36,0,0
67445,63,9,6,12,46,2845,1163,1152,0,0
50616,71,1,1,4,70,2236,58,49,0,0
49431,9,7,1,5,65,2854,348,331,0,0
61278,87,3,1,4,67,2335,150,135,0,0
26490,92,3,1,5,62,2804,185,160,0,0
73059,36,9,3,13,73,2461,1024,953,0,0
46734,86,3,2,3,54,2410,147,71,1,0
56253,83,7,2,9,57,2728,592,587,0,0
19986,74,0,0,3,35,2386,16,10,0,0
58330,87,6,4,13,45,2345,913,762,0,0
25965,29,2,0,3,40,2819,63,52,0,0
14661,88,1,0,3,64,2703,24,22,0,0
18690,77,1,1,2,61,2707,41,22,0,0
45068,25,1,0,2,46,2568,17,14,0,0
21063,34,2,0,3,33,2436,44,29,0,0
29187,43,1,0,3,52,2575,32,30,0,0
54690,76,3,1,5,49,2393,180,162,0,0
59304,81,7,8,10,56,2494,1038,1028,0,0
59247,87,5,2,9,58,2392,491,408,0,0
66731,33,4,3,6,50,2814,888,747,0,0
77353,38,6,4,8,40,2354,611,552,0,0
52614,63,2,4,8,45,2734,952,914,0,0
26751,26,1,0,2,46,2197,10,9,0,0
81300,17,10,3,5,57,2766,1205,1169,1,1
70337,75,2,2,12,41,2337,485,394,0,0
36145,13,4,1,3,35,2537,154,136,1,1
65295,19,3,3,13,40,2347,658,652,0,0
68118,51,8,9,4,57,2413,774,620,0,0
68743,81,11,5,13,53,2827,1959,1844,0,0
41039,32,8,1,5,38,2498,422,377,0,0
38946,84,3,1,6,65,2407,216,175,0,0
65777,87,2,8,6,53,2351,1092,1038,0,0
66476,99,5,2,11,44,2638,611,533,0,0
86857,96,5,6,10,48,2814,2074,2034,0,1
77845,40,3,5,12,31,2203,1320,1294,2,0
69476,3,4,6,4,51,2431,977,910,0,0
50611,98,4,5,7,60,2792,489,485,1,1
61209,73,5,3,4,50,2467,858,759,0,0
42315,90,1,4,4,62,2511,190,110,0,0
13084,29,1,0,3,68,2398,19,9,0,0
47570,3,2,2,2,71,2555,90,59,0,1
61923,94,2,1,4,59,2497,120,114,0,0
34824,65,1,0,2,25,2254,19,15,0,0
26518,33,2,0,3,71,2606,55,53,0,1
45938,46,8,4,6,59,2397,607,578,0,0
78468,29,10,7,10,60,2240,970,936,1,0
78901,99,9,3,5,47,2444,700,666,0,0
71427,26,8,2,8,42,2268,591,568,0,0
71022,30,5,2,11,42,2297,1211,969,1,0
90247,27,3,4,7,32,2220,1605,1589,3,1
41335,24,4,1,4,52,2344,182,177,0,0
71952,93,8,4,8,34,2694,1350,1257,2,0
35682,34,1,1,3,50,2161,39,21,0,0
43185,88,9,3,6,69,2604,607,577,0,0
66375,96,2,4,5,72,2379,757,566,1,0
35178,10,1,1,2,49,2694,41,23,1,1
25252,26,1,0,2,34,2511,12,6,0,0
55250,49,7,5,10,55,2775,837,771,0,0
33249,11,2,1,3,45,2653,70,28,0,0
58398,44,5,4,8,67,2570,547,498,0,0
50272,75,4,1,5,38,2485,229,225,0,0
76618,64,3,2,5,45,2728,1364,1217,0,0
87305,19,5,3,8,60,2803,1072,992,1,1
25851,45,2,0,3,42,2662,43,38,0,0
58710,77,11,5,9,50,2614,1011,837,0,0
45160,9,1,0,2,62,2251,18,15,0,0
74806,1,5,4,5,55,2716,956,947,0,0
59111,90,11,1,8,66,2582,714,559,0,0
18988,43,1,0,3,36,2196,15,14,0,0
72190,79,5,6,4,55,2660,1698,1449,0,0
7500,19,4,1,2,44,2856,39,7,1,1
44794,99,2,0,3,54,2180,61,57,0,0
80395,62,6,5,12,65,2377,1332,1284,1,0
75012,41,3,8,11,44,2314,876,725,0,0
56962,60,6,3,5,55,2420,385,359,0,0
89891,17,11,6,8,29,2599,653,470,1,0
35946,24,0,0,3,71,2434,11,11,0,0
53593,60,7,2,6,67,2850,437,394,0,0
66373,57,4,2,10,42,2541,497,388,0,0
45072,74,6,1,4,72,2415,254,224,0,0
89694,22,4,3,4,47,2422,1430,1388,3,0
72025,46,4,8,13,71,2220,1677,1677,3,1
67432,69,8,5,4,47,2616,1165,995,0,0
70545,29,4,1,7,68,2185,313,292,0,0
17487,37,1,0,2,31,2627,12,6,0,0
62882,26,7,5,6,51,2848,1241,1144,0,0
64108,8,6,9,11,67,2622,1078,1057,0,0
34941,26,3,0,3,64,2639,73,49,0,0
48767,79,2,1,3,70,2338,53,43,0,0
38702,71,3,0,4,42,2491,69,29,0,0
82224,83,6,9,5,56,2314,862,822,1,0
83844,57,4,4,11,68,2572,1383,1192,1,0
17003,37,2,0,4,45,2361,31,24,0,0
71163,30,3,8,12,25,2271,916,872,0,0
33697,34,1,0,2,50,2446,17,6,1,0
63564,0,10,10,7,66,2310,1150,1085,1,1
83443,89,6,10,5,48,2339,1413,1329,0,0
51518,92,3,2,10,62,2428,445,441,0,0
58330,87,6,4,13,45,2345,913,762,0,0
80952,20,8,5,11,51,2645,1713,1669,3,1
75507,56,8,6,6,41,2217,1360,1280,0,0
63855,28,7,3,13,42,2664,917,828,0,0
62220,55,7,6,5,48,2846,1214,1202,0,1
58512,25,3,4,8,56,2442,1019,867,0,0
40662,0,2,1,3,41,2630,69,46,0,0
38829,86,3,2,2,61,2243,83,67,0,0
35523,8,3,0,3,39,2428,55,44,0,0
79146,33,8,1,8,53,2225,548,532,0,0
78285,13,6,4,10,32,2403,1387,1347,0,0
31626,12,2,1,2,42,2574,52,18,1,1
75127,92,2,11,5,68,2197,606,379,0,0
48726,90,3,2,4,65,2587,183,124,0,0
74985,8,3,6,7,43,2815,1783,1697,0,0
67430,6,11,5,12,33,2821,1243,1122,0,0
46891,91,2,1,4,55,2460,122,61,0,0
62058,52,6,1,7,64,2558,392,334,0,0
72063,3,5,2,12,41,2520,668,578,0,0
78939,57,8,5,6,69,2358,1302,1097,0,0
42720,9,7,3,7,55,2590,542,430,0,1
33622,22,2,0,4,48,2601,69,57,0,0
6835,76,0,0,1,63,2727,125,113,0,0
41452,86,1,0,2,67,2639,16,16,0,0
40760,64,2,1,3,55,2462,87,81,0,0
74250,90,2,11,4,62,2313,1158,1158,0,0
51124,79,1,0,3,65,2352,39,35,0,0
72258,28,6,9,5,49,2449,1391,1257,0,0
71466,86,4,4,10,46,2244,1230,1230,0,0
36283,42,1,0,3,44,2235,24,19,0,0
20587,39,1,1,2,50,2208,16,7,0,0
30467,8,1,0,2,48,2261,19,14,0,0
31590,40,1,0,3,48,2535,35,32,0,0
20425,5,2,0,3,34,2767,40,23,0,0
17144,96,3,0,4,60,2293,41,35,0,0
42564,28,6,8,4,52,2702,615,417,1,1
43783,22,7,1,8,42,2190,490,351,1,0
40780,30,7,1,5,44,2818,343,309,0,0
62847,45,3,6,4,75,2689,1551,1490,0,0
82017,58,5,4,7,63,2758,706,683,3,1
16813,49,2,0,3,70,2504,37,24,1,0
51267,37,3,3,5,42,2402,258,246,0,0
46524,70,1,1,5,59,2609,125,73,0,0
45183,33,4,1,7,58,2684,303,291,1,0
70421,98,10,3,7,66,2160,732,697,0,0
60161,17,11,4,8,55,2773,894,717,0,0
73926,54,6,5,12,47,2643,1565,1550,0,0
19329,39,4,0,3,52,2356,55,50,0,0
61872,81,4,4,9,50,2357,557,541,0,0
46984,71,1,0,3,64,2619,33,25,0,0
34838,62,2,1,4,69,2685,123,76,0,0
82716,8,6,8,13,76,2395,1145,1123,0,0
48192,76,2,8,12,62,2608,1497,1468,3,1
49681,66,7,1,7,44,2396,437,416,0,0
56850,83,1,1,3,49,2257,63,63,0,0
55267,28,3,4,6,63,2410,360,315,0,0
59666,87,3,2,8,48,2623,894,761,1,0
72504,43,5,9,6,48,2608,1384,1290,0,0
26872,0,1,1,2,39,2415,40,8,0,0
21359,1,2,0,3,48,2594,38,28,0,1
73170,1,5,4,6,45,2188,694,662,0,0
52750,72,5,7,9,65,2669,791,722,0,0
91820,72,5,5,12,34,2377,1467,1437,0,0
65968,12,5,4,7,50,2207,491,487,0,0
30772,89,1,0,2,44,2268,16,12,0,0
22507,67,10,2,4,66,2741,502,434,0,0
65685,54,9,2,9,48,2251,712,655,0,0
25804,34,2,0,3,42,2460,43,31,0,0
76412,15,5,4,8,40,2579,1791,1774,2,1
22063,43,2,0,3,48,2484,44,33,0,0
57091,0,7,3,7,59,2173,540,503,1,1
22419,74,3,2,2,57,2596,120,78,0,0
87771,61,5,10,4,61,2562,1924,1891,4,1
78353,51,10,2,11,61,2598,1542,1508,0,0
93404,97,3,4,7,66,2577,1601,1586,2,0
37859,75,1,0,3,58,2692,34,32,0,0
80995,83,8,9,4,62,2573,1426,1370,0,0
16529,23,1,0,3,36,2279,21,20,0,0
55412,65,2,0,3,44,2378,55,47,0,0
48789,94,6,4,7,28,2816,535,390,0,0
56575,42,7,3,7,53,2579,532,522,0,0
25130,10,2,0,3,40,2429,32,14,0,0
35441,94,1,0,3,53,2659,38,37,0,0
71391,50,6,5,12,64,2616,902,761,0,0
49494,46,6,1,5,48,2589,303,221,0,0
81702,98,7,7,12,40,2803,1446,1259,0,0
45889,42,1,0,3,40,2521,38,30,0,0
56628,30,7,6,5,43,2259,590,419,1,0
34026,11,2,1,3,70,2487,59,42,0,0
40049,61,3,2,6,46,2736,262,234,0,0
34176,12,3,0,4,32,2207,69,49,0,0
19419,76,4,0,3,39,2755,63,56,0,0
82504,2,3,6,7,60,2496,1012,958,0,0
81205,43,5,6,7,50,2326,1879,1749,3,1
61618,27,3,6,8,29,2797,1140,935,0,0
55284,60,7,5,8,64,2711,701,638,0,0
49980,79,3,1,5,57,2408,181,167,0,0
15072,96,3,1,3,40,2574,35,17,0,0
49166,17,5,3,3,46,2540,258,148,0,0
65324,0,6,2,9,66,2328,539,534,0,0
82347,38,7,7,10,63,2759,1790,1727,2,0
30843,43,1,1,2,54,2193,26,17,1,0
46374,1,7,1,7,46,2263,429,412,2,1
60474,25,10,2,12,41,2613,1010,840,0,0
38576,2,1,0,3,47,2276,41,41,0,0
55357,66,6,2,11,35,2654,663,599,0,0
37758,49,1,0,3,54,2792,39,38,0,0
85710,5,6,9,10,31,2579,1029,996,1,0
23228,71,2,0,3,51,2313,40,40,0,0
44602,35,6,1,4,51,2293,258,224,0,0
7500,94,0,0,3,33,2695,10,5,0,0
38683,80,4,1,6,31,2792,275,209,0,0
49514,61,6,1,4,45,2353,276,183,0,0
57906,29,4,2,8,47,2542,386,371,0,0
43456,0,5,1,8,54,2619,386,379,0,0
19485,80,1,0,2,34,2437,10,10,0,0
53172,54,2,3,8,42,2578,361,236,0,0
30545,71,2,0,3,41,2779,57,45,0,0
70123,27,5,7,4,37,2433,1727,1727,2,0
62450,61,5,5,4,61,2333,957,919,1,0
21675,55,4,0,3,44,2177,41,37,0,0
42395,35,3,1,4,39,2245,157,132,0,0
61346,34,5,7,10,42,2425,847,705,0,0
80812,95,4,8,5,67,2444,1644,1611,3,0
42835,64,6,6,4,49,2523,497,399,0,0
39922,30,3,0,4,37,2659,120,84,0,0
86424,12,6,9,12,64,2244,1158,1090,0,0
17117,96,3,1,3,42,2687,121,114,0,0
24762,16,3,1,2,48,2298,46,6,1,1
35797,16,2,0,3,45,2780,47,26,0,0
36627,78,0,0,3,45,2500,15,14,0,0
51111,83,2,0,3,39,2169,52,49,0,0
86857,96,5,6,10,48,2814,2074,2034,0,1
82072,67,3,2,13,50,2521,1889,1760,0,0
46231,87,6,1,4,67,2739,251,239,0,0
42243,34,2,0,3,61,2359,50,45,0,0
51195,46,9,2,5,58,2613,506,448,0,0
68092,7,2,6,10,42,2354,1233,1185,0,0
31814,73,2,0,3,47,2664,63,43,1,0
51390,54,5,2,5,55,2818,297,241,0,0
76630,93,3,10,11,37,2325,828,653,0,0
26868,52,1,0,2,29,2219,12,10,0,0
48948,53,7,10,5,77,2672,860,818,1,1
55260,81,8,10,5,48,2723,897,655,0,0
64090,8,6,9,4,64,2485,662,527,0,1
78331,97,10,6,7,62,2316,1577,1516,0,0
37087,50,4,2,8,46,2481,398,395,0,0
21846,38,4,0,3,34,2409,58,32,0,0
81320,61,4,3,10,62,2667,871,814,0,0
54137,46,4,1,4,50,2476,183,163,0,0
66825,73,4,5,6,53,2509,818,778,0,0
57100,19,3,3,6,47,2366,313,217,0,0
58917,10,4,1,6,51,2621,254,226,0,0
85072,94,3,4,10,43,2240,1182,941,0,0
86429,10,7,4,7,59,2379,1412,1375,1,1
45684,37,1,0,2,49,2368,21,14,0,0
47889,94,2,0,3,46,2335,63,59,0,0
45921,23,2,1,6,34,2270,187,175,0,0
78420,75,3,10,8,54,2524,1425,1397,0,0
75114,40,3,10,5,28,2393,1229,1205,0,0
52278,24,10,5,10,57,2679,1024,850,0,1
35641,11,3,1,4,48,2509,150,122,0,1
95529,29,7,3,7,26,2732,1966,1942,1,1
62820,51,3,4,6,66,2573,923,870,0,0
73113,86,3,4,7,60,2344,973,945,0,0
84169,9,7,6,6,38,2485,1919,1919,2,1
42607,30,3,2,7,66,2383,303,256,0,0
74637,73,6,9,9,66,2566,1634,1618,1,0
46015,25,1,0,3,65,2236,40,34,2,0
72354,67,2,10,6,27,2597,1046,864,0,0
39858,67,2,0,4,51,2680,69,43,0,1
34469,58,1,1,4,72,2215,50,38,0,0
83033,82,11,4,10,34,2201,1728,1695,1,0
24401,98,6,1,6,41,2826,352,237,0,0
77583,93,4,5,9,42,2298,1041,933,1,0
74116,53,4,4,10,38,2340,1886,1720,1,0
74293,66,5,4,6,27,2215,1046,965,0,0
68397,6,6,9,5,44,2383,1336,1256,0,0
79632,42,6,4,9,46,2241,1101,1089,0,0
46107,78,1,1,4,31,2298,92,59,0,0
64950,29,11,2,10,69,2845,903,840,1,0
25443,82,1,0,3,31,2713,25,18,0,0
75127,92,2,11,5,68,2197,606,379,0,0
32892,78,3,0,3,49,2194,44,42,0,0
71796,54,9,3,4,49,2407,928,896,0,0
67536,45,11,5,11,50,2562,1794,1759,1,0
55239,59,7,5,11,49,2509,673,567,0,0
60554,8,8,4,9,45,2483,796,781,0,0
64831,51,6,3,5,68,2543,976,832,0,0
56067,51,7,4,7,58,2503,605,485,0,0
82025,76,3,2,6,37,2556,1089,991,1,1
94384,62,5,8,5,67,2641,2130,1958,3,1
14906,86,2,1,3,34,2713,51,36,0,0
51563,60,4,4,10,33,2795,1214,1178,2,0
57937,56,4,4,9,38,2292,550,417,0,0
68274,83,4,2,5,41,2431,259,213,0,0
39771,92,2,0,3,43,2364,36,22,0,0
67893,31,3,2,9,45,2795,948,901,0,0
27922,80,2,0,3,41,2209,30,19,0,0
52190,39,2,1,3,44,2211,59,41,1,0
44051,20,3,1,4,47,2675,153,135,0,1
42767,53,3,1,2,49,2573,93,55,0,0
46106,84,1,1,2,44,2208,40,26,0,0
16927,50,3,0,4,44,2663,49,45,0,0
59754,96,5,2,6,55,2734,336,197,0,1
53700,94,5,5,8,68,2840,611,528,0,0
59041,25,2,0,4,47,2212,90,84,0,0
54237,48,5,2,5,63,2587,304,247,0,0
70647,65,4,7,13,53,2805,965,851,0,0
52597,69,6,3,8,58,2212,536,494,0,0
41021,12,2,0,3,51,2705,52,40,0,1
40233,84,2,1,5,45,2417,147,145,0,0
50183,47,3,1,6,40,2163,216,201,0,0
54753,87,5,2,11,61,2449,597,466,0,0
92955,35,6,7,9,47,2473,1694,1610,2,1
33471,47,3,0,4,47,2784,81,69,0,0
34596,48,1,0,2,46,2601,16,9,0,1
44010,46,10,2,6,40,2783,614,566,0,0
84219,27,3,4,10,32,2306,1153,1108,0,0
40706,37,3,0,4,52,2687,76,71,0,0
15716,8,3,0,4,32,2753,66,40,0,0
59052,29,7,1,7,61,2383,460,429,0,0
80573,85,4,6,13,49,2782,1549,1534,0,0
83715,2,2,8,13,58,2305,918,910,0,0
82576,66,2,4,12,61,2856,1892,1874,1,0
56962,60,6,3,5,55,2420,385,359,0,0
35704,54,2,0,4,68,2336,64,34,0,0
53103,70,10,6,7,66,2449,890,695,1,0
46779,55,0,1,2,60,2511,16,9,0,0
4861,20,0,0,0,55,2166,5,4,0,0
33462,78,2,0,3,41,2485,43,32,0,0
63693,63,11,6,9,42,2417,1096,1042,0,0
80763,17,5,11,6,70,2477,1184,953,2,1
65352,43,4,2,8,46,2471,382,359,0,0
82170,13,5,6,7,42,2375,1871,1834,0,0
75759,46,9,7,9,51,2406,2304,2122,3,1
79689,65,4,9,13,44,2572,1194,1073,0,0
35340,1,2,0,3,64,2159,40,35,0,0
85683,6,2,4,10,66,2259,1738,1687,4,1
24884,32,0,0,3,48,2736,16,13,0,0
42021,34,10,1,6,39,2826,546,519,1,0
64449,70,5,3,12,31,2290,735,665,0,0
64587,49,1,1,4,66,2166,88,68,0,0
34824,65,1,0,2,25,2254,19,15,0,0
75437,25,8,4,10,42,2391,1493,1493,1,0
26091,84,2,1,3,63,2283,69,49,0,0
52845,7,8,8,6,47,2479,872,808,1,0
46086,34,3,1,8,64,2397,293,243,0,0
78028,38,6,4,9,64,2816,490,452,2,1
95169,1,4,3,4,33,2422,1881,1861,2,1
56337,25,8,5,4,39,2618,542,360,2,1
22434,25,2,0,3,33,2660,43,28,0,0
36930,50,5,2,4,66,2567,258,219,0,0
36130,46,3,8,4,66,2671,451,414,1,1
65569,96,6,5,10,67,2760,789,719,0,0
83844,57,4,4,11,68,2572,1383,1192,1,0
19514,47,3,1,2,52,2313,41,13,1,0
36736,52,1,0,2,57,2574,13,9,0,0
77568,30,10,2,8,41,2832,2036,1878,3,0
49187,63,1,1,5,44,2328,116,116,0,0
30168,51,6,1,4,42,2638,252,225,0,0
34053,14,3,0,3,52,2816,91,79,0,0
38196,20,2,0,4,49,2231,41,38,0,0
59412,56,4,2,8,69,2230,395,384,0,0
70924,41,6,6,7,55,2242,1287,1211,1,0
54165,72,2,1,7,51,2556,225,214,0,0
32300,1,1,0,3,47,2701,33,27,0,0
20180,27,2,1,4,44,2653,119,101,0,0
34961,77,3,1,3,47,2169,78,77,0,0
28440,87,2,0,3,46,2516,63,63,0,0
64504,81,11,3,4,67,2641,1206,1098,0,1
33564,51,1,1,3,54,2164,64,57,0,0
17345,79,2,1,2,42,2762,46,34,0,0
56320,11,5,4,9,53,2606,619,536,0,0
28647,54,2,2,2,42,2471,68,42,1,1
15038,93,2,1,2,33,2675,54,28,0,0
32173,0,1,0,3,62,2491,20,18,0,0
68316,54,10,7,10,56,2761,1178,1145,0,0
74538,21,8,8,5,49,2524,1433,1405,1,1
91700,58,8,6,5,49,2687,1949,1930,0,1
68695,3,4,4,7,51,2163,1051,1011,0,0
31056,99,1,0,3,43,2682,39,23,0,0
79593,70,5,6,7,47,2207,1221,1076,1,0
28071,65,5,1,5,40,2828,269,225,0,0
37334,44,3,0,4,62,2282,47,32,0,0
46423,6,2,0,4,48,2443,84,76,0,0
37126,9,1,2,2,49,2250,65,58,1,1
47703,95,6,3,8,67,2555,532,409,0,0
61180,70,5,5,6,61,2226,486,268,1,0
38998,92,2,0,3,66,2762,49,44,0,0
8028,62,0,1,0,29,2808,176,174,0,0
76081,85,4,5,4,58,2196,833,633,1,0
34728,2,1,1,2,34,2493,30,24,0,1
33168,0,2,1,4,55,2783,119,116,0,0
33585,91,2,0,4,54,2436,93,64,0,0
77037,3,7,7,12,60,2418,1113,1103,0,0
35196,68,6,1,5,36,2752,310,123,0,1
44529,98,6,2,11,54,2518,665,639,1,0
70924,41,6,6,7,55,2242,1287,1211,1,0
28764,16,1,0,2,54,2183,11,10,1,0
69098,82,7,8,9,71,2657,2262,2084,0,0
25959,1,1,2,2,50,2659,30,4,0,1
27100,64,1,0,3,37,2609,27,17,0,0
70596,68,3,5,12,35,2791,942,916,0,0
42557,98,6,1,4,46,2828,255,240,0,0
53312,32,5,1,5,69,2483,253,228,0,0
72228,87,6,7,8,68,2738,1194,1138,0,0
67605,84,2,8,6,33,2614,884,830,0,0
62845,3,3,4,10,71,2795,1144,1110,1,0
65196,34,7,6,11,62,2498,955,755,1,0
42000,23,5,2,11,33,2694,618,583,0,1
35860,37,1,1,2,47,2200,29,9,1,0
65526,22,4,4,8,56,2238,497,488,0,0
16860,19,1,1,3,59,2814,24,10,0,0
83528,7,4,10,8,28,2218,1503,1356,2,1
64176,52,8,9,8,55,2854,1677,1528,0,0
22304,91,1,0,2,64,2853,16,14,0,0
67023,93,3,7,13,42,2276,889,872,0,0
32892,78,3,0,3,49,2194,44,42,0,0
70713,23,5,6,8,54,2732,1287,1097,0,0
59925,83,9,2,9,65,2735,710,654,0,0
39722,92,2,0,3,67,2284,39,31,0,0
46610,4,6,1,6,62,2505,342,217,0,0
88347,32,4,7,9,59,2520,1998,1880,1,0
87171,27,6,7,11,39,2583,1254,1210,2,0
26907,10,1,0,3,44,2472,20,18,0,0
50014,9,4,1,8,52,2317,354,312,0,0
41014,65,1,0,2,42,2592,17,14,0,0
66294,68,4,3,5,55,2263,850,733,0,0
36715,16,7,2,4,49,2748,341,325,0,1
79456,12,5,6,4,64,2835,1302,1203,0,1
40479,95,0,0,3,38,2475,15,15,0,0
75345,16,5,8,6,50,2671,1954,1821,1,1
54233,46,11,6,5,43,2669,839,697,0,0
24163,3,1,0,3,50,2419,15,13,0,0
84460,80,9,9,4,62,2700,442,361,4,1
43776,77,1,0,2,37,2216,20,17,0,0
71691,0,4,7,5,62,2263,1149,1106,0,1
85844,62,6,6,7,47,2190,1920,1882,1,0
39190,91,2,1,4,46,2223,121,109,0,0
71367,24,4,5,7,61,2469,702,627,0,0
38578,2,3,0,3,48,2531,70,67,0,0
57236,22,2,1,4,55,2268,117,113,0,0
61825,56,4,2,8,41,2485,397,370,0,0
79803,54,4,3,5,62,2186,835,802,0,0
80910,71,3,3,8,34,2765,715,674,0,0
27590,38,1,0,2,38,2591,11,10,0,0
56775,62,5,8,10,41,2702,902,867,0,0
83829,78,4,7,6,45,2423,1835,1808,3,1
54210,18,4,1,7,41,2564,322,277,0,0
38508,95,7,2,5,34,2490,389,335,0,0
53187,66,4,1,6,50,2405,257,247,0,0
30023,28,2,0,3,48,2256,40,19,0,0
76045,78,4,5,11,60,2385,1323,1323,1,0
50870,13,2,0,3,68,2169,61,59,0,0
15315,27,2,0,4,50,2489,47,30,0,0
65463,17,6,2,9,46,2309,546,530,1,0
66480,71,4,1,7,55,2188,306,300,0,0
76773,79,2,2,11,66,2648,1140,1124,0,0
81698,1,8,2,5,37,2644,1059,1014,1,1
54466,78,1,0,2,47,2299,16,16,0,0
98777,23,4,6,9,60,2291,1970,1932,1,0
16269,75,3,0,3,36,2462,44,44,0,0
71819,70,3,3,5,49,2464,1406,1238,2,0
33569,10,1,1,2,37,2415,39,15,1,1
36262,24,3,5,3,37,2441,273,120,1,1
22634,47,2,1,2,54,2688,50,4,0,0
47025,98,11,1,6,42,2449,606,577,0,0
70566,4,6,5,9,52,2425,736,715,0,0
31605,15,2,1,4,41,2743,119,113,0,0
52034,67,4,2,5,47,2567,259,186,0,0
48526,32,2,1,4,41,2346,126,117,0,0
46734,40,6,1,5,66,2747,301,272,0,0
39552,54,6,2,5,58,2717,343,302,0,1
86358,78,5,3,6,54,2849,1627,1532,0,0
46931,94,1,1,3,43,2225,62,46,0,0
16581,51,0,0,3,35,2692,13,2,0,0
63998,42,7,6,11,68,2350,1056,944,0,1
67381,67,2,2,9,69,2689,887,817,1,0
25930,87,1,0,2,53,2421,11,7,0,0
42693,29,1,0,3,42,2181,41,25,0,0
85606,89,6,7,9,44,2753,1872,1788,1,0
72903,74,7,5,8,35,2402,1974,1935,3,1
49669,97,5,1,6,46,2195,297,268,0,0
36778,63,3,0,3,52,2852,73,69,0,0
85696,88,4,6,9,58,2581,1301,1289,0,1
10979,34,3,0,3,31,2197,26,22,0,0
49678,81,6,2,4,59,2671,295,275,0,0
56129,65,6,2,10,67,2533,612,564,0,0
37155,51,2,0,4,31,2673,71,68,0,0
21282,76,2,1,2,42,2208,26,6,0,0
33419,76,2,0,4,58,2475,68,50,0,0
63285,84,6,5,13,75,2395,969,835,0,0
21255,56,2,1,4,46,2318,58,55,0,0
42162,31,3,1,3,39,2381,118,91,1,1
54450,0,9,2,8,64,2812,652,620,0,0
57744,91,9,1,4,66,2388,392,373,0,0
26576,40,1,0,2,34,2783,18,9,1,1
57513,59,9,3,13,77,2517,1030,1000,0,0
68142,96,10,4,7,56,2828,1422,1385,0,0
7500,61,1,0,2,41,2828,13,8,0,0
83145,14,5,9,11,46,2804,1719,1605,1,1
