Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Age,Customer_Days,MntTotal,MntRegularProds,AcceptedCmpOverall,Response
58821,1044,513,14,154,19,0,28,9,2,9,0,0,0,0,0,64,2419,700,672,0,0
46377,1089,37,0,46,4,3,0,2,1,3,0,0,0,0,0,42,2279,90,90,0,0
39747,1043,80,15,93,20,13,52,5,1,4,0,0,0,0,0,32,2236,221,169,0,0
23976,1068,14,1,21,2,3,25,3,1,3,0,0,0,0,0,36,2343,41,16,0,0
80950,1044,525,147,112,219,147,63,6,7,9,0,0,0,1,0,59,2617,1150,1087,1,0
27038,1064,1,26,25,17,23,15,3,0,3,0,0,0,0,0,54,2808,92,77,0,1
77457,1085,675,11,400,15,45,11,2,5,10,0,0,1,0,0,73,2275,1146,1135,1,0
64100,1093,509,0,27,0,0,10,8,3,6,0,1,0,0,0,56,2451,536,526,1,0
42670,1012,154,2,46,20,4,15,4,2,4,0,0,0,0,0,28,2587,226,211,0,0
12571,1086,3,5,14,2,12,17,3,1,3,0,0,0,0,0,44,2321,36,19,0,0
22574,1028,25,0,8,2,0,2,2,0,3,0,0,0,0,0,53,2403,35,33,0,0
70893,1042,768,44,561,77,44,14,6,6,10,0,0,0,0,0,44,2667,1494,1480,0,0
54198,1013,185,0,28,3,2,17,3,1,6,0,0,0,0,0,54,2353,218,201,0,0
28839,1086,24,0,7,0,0,1,2,0,3,0,0,0,0,0,64,2269,31,30,0,0
40321,1059,44,4,21,6,0,27,3,0,3,0,0,0,0,0,48,2494,75,48,0,0
66503,1030,91,64,128,65,3,50,4,3,6,0,0,0,0,0,35,2843,351,301,0,0
30833,1033,11,0,7,3,1,6,1,0,3,0,0,0,0,0,69,2507,22,16,0,0
64795,1023,412,5,119,38,29,77,3,3,12,0,0,0,0,0,49,2687,603,526,0,0
34421,1081,3,3,7,6,2,9,1,0,2,0,0,0,0,0,46,2522,21,12,0,0
47025,1006,16,0,3,0,0,1,1,0,2,0,0,0,0,0,55,2299,19,18,0,0
64325,1041,731,60,353,78,12,73,10,3,5,0,0,0,0,0,59,2666,1234,1161,0,0
40464,1078,424,17,118,7,23,41,8,2,8,0,0,0,0,0,67,2693,589,548,0,0
62187,1049,792,0,275,45,45,126,4,8,5,0,0,0,0,0,63,2518,1157,1031,0,0
14849,1039,21,2,28,3,2,9,2,0,4,0,0,0,0,0,44,2521,56,47,0,0
27255,1003,22,1,11,0,1,2,1,0,3,0,0,0,0,0,36,2393,35,33,0,0
54432,1037,33,0,5,0,0,0,1,0,3,0,0,0,0,0,70,2575,38,38,0,0
29999,1022,68,7,59,10,5,11,3,1,4,0,0,0,0,0,34,2660,149,138,0,0
24072,1079,9,1,6,3,0,4,1,0,2,0,0,0,0,0,37,2598,19,15,0,0
33996,1046,40,2,15,8,0,6,1,1,3,0,0,0,0,0,31,2450,65,59,0,0
66334,1082,909,11,218,0,0,23,9,3,5,0,0,0,0,0,64,2611,1138,1115,0,1
35178,1010,23,1,13,2,2,18,1,1,2,1,0,0,0,0,49,2694,41,23,1,1
22010,1051,11,2,9,3,0,8,2,0,3,0,0,0,0,0,37,2523,25,17,0,0
62204,1038,317,46,247,151,46,139,4,5,12,0,0,0,0,0,60,2814,807,668,0,0
75693,1010,797,153,293,72,97,30,11,4,6,0,1,1,1,0,52,2729,1412,1382,3,1
30675,1014,10,2,16,11,2,21,1,0,3,0,0,0,0,0,48,2753,41,20,0,0
83003,1018,856,61,570,40,25,122,7,6,8,0,0,1,0,0,55,2642,1552,1430,1,1
68655,1095,456,19,832,75,118,38,4,5,11,0,0,0,0,0,32,2847,1500,1462,0,0
41411,1011,37,32,38,11,3,18,2,1,4,0,0,0,0,0,34,2363,121,103,0,0
55212,1065,1103,0,45,0,0,34,4,2,11,0,1,0,0,1,51,2742,1148,1114,2,0
59292,1071,378,14,68,19,14,14,3,5,8,0,0,0,0,0,70,2540,493,479,0,0
27190,1013,1,6,7,0,1,3,1,0,2,1,0,0,0,0,47,2477,15,12,1,1
82623,1058,204,34,204,172,153,173,2,9,4,0,0,0,0,0,68,2390,767,594,0,0
44300,1065,30,0,9,0,0,3,1,0,3,0,0,0,0,0,55,2530,39,36,0,0
84835,1000,189,104,379,111,189,218,4,4,6,0,0,0,0,0,50,2172,972,754,0,1
30372,1033,15,0,12,7,3,7,2,0,3,0,0,0,0,0,49,2710,37,30,0,0
33181,1090,9,0,3,0,0,4,1,0,2,1,0,0,0,0,44,2336,12,8,1,0
71113,1095,495,33,255,11,33,8,6,7,9,0,0,0,0,0,63,2353,827,819,0,0
71952,1093,656,80,455,52,107,93,8,4,8,1,0,1,0,0,34,2694,1350,1257,2,0
69759,1038,452,20,514,13,30,0,4,6,5,0,0,0,0,0,54,2403,1029,1029,0,1
72099,1018,546,91,410,119,0,22,3,4,10,0,0,0,0,0,46,2769,1166,1144,0,0
60000,1057,1048,0,217,0,0,12,11,3,5,0,0,0,0,0,44,2713,1265,1253,0,0
38643,1045,22,2,14,0,1,10,2,0,3,0,0,0,0,0,42,2371,39,29,0,0
50737,1061,78,0,11,0,0,10,2,0,4,0,1,0,0,0,65,2573,89,79,1,0
68462,1006,561,64,785,84,128,48,3,3,8,0,0,0,0,0,51,2723,1622,1574,0,0
65073,1065,629,17,177,69,0,8,5,3,5,0,0,0,0,0,77,2472,892,884,0,0
46681,1052,269,15,69,15,19,38,4,6,4,0,0,0,0,0,72,2423,387,349,0,0
78618,1087,736,163,818,212,163,61,4,7,10,0,1,0,0,0,63,2798,2092,2031,1,0
62187,1038,512,0,83,0,0,41,6,2,10,0,0,0,0,0,51,2258,595,554,0,0
28442,1053,19,3,10,11,8,6,2,1,4,0,0,0,0,0,42,2284,51,45,0,0
37717,1031,9,0,6,4,1,5,1,0,2,0,0,0,0,0,42,2742,20,15,0,0
51479,1067,247,8,160,6,8,65,6,3,6,0,0,0,0,0,53,2707,429,364,0,0
54803,1065,404,0,92,28,27,142,6,2,9,0,0,0,0,0,51,2836,551,409,0,0
79530,1064,333,0,815,129,42,29,4,10,11,0,0,0,0,0,60,2567,1319,1290,0,0
31615,1082,2,3,20,6,11,9,2,0,3,0,0,0,0,0,44,2629,42,33,0,0
72025,1027,833,33,549,151,133,233,4,3,8,0,0,0,0,0,58,2748,1699,1466,0,0
52614,1063,789,0,142,12,9,38,2,4,8,0,0,0,0,0,45,2734,952,914,0,0
35684,1066,10,4,7,0,6,3,1,0,3,0,0,0,0,0,36,2227,27,24,0,0
48178,1069,159,4,45,6,2,38,5,1,4,0,0,0,0,0,45,2768,216,178,0,0
29548,1052,7,1,6,3,1,11,1,1,2,1,0,0,0,0,50,2463,18,7,1,0
63810,1045,977,12,253,16,12,101,4,3,12,0,1,0,0,0,54,2754,1270,1169,1,0
38578,1002,38,4,22,3,3,3,3,0,3,0,0,0,0,0,48,2531,70,67,0,1
46098,1086,57,0,27,0,0,36,3,2,2,0,0,0,0,0,45,2839,84,48,0,0
22585,1023,3,9,15,13,2,39,1,1,2,1,0,0,0,0,50,2627,42,3,1,1
30279,1013,10,4,14,4,4,1,1,0,3,0,0,0,0,0,31,2705,36,35,0,0
66426,1014,1043,24,97,32,24,157,3,5,10,0,0,0,0,0,59,2429,1220,1063,0,0
30822,1092,3,9,13,2,12,12,1,0,3,0,0,0,0,0,51,2539,39,27,0,0
33581,1038,11,0,5,0,0,1,1,0,2,0,0,0,0,0,51,2696,16,15,0,0
19986,1074,3,6,5,0,2,6,0,0,3,0,0,0,0,0,35,2386,16,10,0,0
27421,1014,43,12,96,78,40,55,4,1,6,0,0,0,0,0,66,2723,269,214,0,0
35688,1094,73,3,90,12,1,32,4,1,4,0,0,0,0,0,47,2835,179,147,0,0
36143,1033,12,0,1,0,0,6,0,1,2,0,0,0,0,0,39,2250,13,7,0,0
10245,1032,4,7,7,6,4,13,1,2,2,0,0,0,0,0,49,2569,28,15,0,0
43795,1011,314,11,53,4,3,107,7,3,4,0,1,0,0,0,52,2415,385,278,1,1
63381,1078,571,50,142,33,50,159,4,5,13,0,0,0,0,0,60,2791,846,687,0,0
38823,1056,70,0,11,2,8,23,2,1,3,0,0,0,0,0,71,2827,91,68,0,0
83664,1057,866,21,151,28,21,86,2,2,12,0,0,0,0,0,52,2576,1087,1001,0,0
90300,1007,594,134,786,33,134,57,5,6,8,0,0,1,0,0,41,2336,1681,1624,1,0
62499,1000,140,4,61,0,13,4,3,1,6,0,0,0,0,0,41,2361,218,214,0,0
74293,1066,375,152,335,93,91,81,5,4,6,0,0,0,0,0,27,2215,1046,965,0,0
51012,1086,102,9,63,2,9,24,4,1,4,0,0,0,0,0,74,2596,185,161,0,0
70777,1080,554,35,113,0,7,78,5,3,12,0,0,0,0,0,52,2283,709,631,0,0
68682,1056,919,0,505,99,30,45,4,9,10,0,0,0,0,0,29,2425,1553,1508,0,0
43824,1018,96,1,42,12,3,32,3,1,4,0,0,0,0,0,49,2811,154,122,0,0
15345,1051,5,2,16,3,2,19,1,1,2,0,0,0,0,0,36,2826,28,9,0,1
23442,1071,2,0,6,8,6,5,1,0,3,0,0,0,0,0,33,2711,22,17,0,0
14515,1071,6,4,9,6,36,35,2,2,3,0,0,0,0,0,40,2756,61,26,0,1
31395,1080,23,1,25,0,8,7,2,1,3,0,0,0,0,0,64,2622,57,50,0,0
75276,1002,610,105,125,137,42,21,9,4,9,0,0,0,0,0,55,2799,1019,998,0,0
42373,1083,67,5,61,3,8,19,2,1,5,0,0,0,0,0,46,2477,144,125,0,0
30507,1029,65,36,74,38,20,110,5,1,4,0,0,0,0,0,60,2634,233,123,0,0
55521,1011,416,0,26,0,0,4,6,3,6,0,1,0,0,0,65,2409,442,438,1,1
48006,1055,23,0,11,3,2,2,1,0,3,0,0,0,0,0,55,2179,39,37,0,0
27213,1019,19,3,26,10,9,3,2,0,4,0,0,0,0,0,48,2827,67,64,0,1
65808,1001,155,7,80,13,7,10,5,1,5,0,0,0,0,0,49,2189,262,252,0,0
30351,1019,14,0,24,3,3,2,3,0,2,0,0,0,0,0,46,2547,44,42,0,0
50437,1028,370,9,92,6,9,4,7,1,8,0,0,0,0,0,57,2779,486,482,0,0
23616,1076,4,22,11,3,7,32,3,0,3,0,0,0,0,0,38,2748,47,15,0,1
53858,1050,407,53,221,58,150,26,4,3,6,0,0,0,0,0,44,2756,889,863,0,0
66465,1001,1200,0,204,38,29,14,11,9,12,0,0,0,1,0,65,2615,1471,1457,1,0
46923,1090,85,44,54,102,78,6,5,1,7,0,0,0,0,0,33,2835,363,357,0,0
75072,1083,583,34,309,0,22,125,5,4,8,0,0,0,0,0,58,2681,948,823,0,0
75865,1073,483,0,591,156,0,12,3,5,10,0,0,0,0,0,77,2249,1230,1218,0,0
19789,1024,2,5,9,28,6,28,2,1,3,1,0,0,0,0,45,2380,50,22,1,0
80134,1011,966,26,282,52,26,26,2,7,11,0,1,1,1,1,26,2294,1352,1326,4,0
91065,1033,822,114,108,179,137,114,7,9,9,0,0,1,1,0,39,2651,1360,1246,2,1
49505,1004,604,0,100,19,0,28,10,2,8,0,0,0,0,0,49,2640,723,695,0,0
37401,1014,19,3,19,3,1,3,2,0,3,0,0,0,0,0,47,2213,45,42,0,0
30096,1030,5,3,11,12,5,9,2,0,3,0,0,0,0,0,37,2197,36,27,0,0
18492,1075,2,2,2,2,1,1,1,0,2,0,0,0,0,0,38,2183,9,8,0,0
82584,1026,1076,68,103,29,91,68,3,4,8,0,1,1,0,0,46,2549,1367,1299,2,1
93027,1077,1285,42,716,55,0,21,7,10,5,0,0,1,0,0,79,2601,2098,2077,1,0
48686,1008,10,0,7,2,0,1,1,0,2,0,0,0,0,0,67,2366,19,18,0,0
92910,1042,551,137,792,179,103,33,6,7,13,0,1,1,1,0,34,2225,1762,1729,3,0
75433,1028,800,0,297,0,34,57,2,5,10,0,1,0,1,0,31,2244,1131,1074,2,0
10404,1052,2,2,11,10,6,12,1,0,4,0,0,0,0,0,31,2215,31,19,0,0
61314,1001,378,0,189,97,172,172,5,5,12,0,0,0,0,0,52,2589,836,664,0,0
84865,1001,1248,16,349,43,16,16,2,4,9,0,1,1,1,1,59,2575,1672,1656,4,1
42387,1042,235,0,235,19,4,191,8,1,7,0,0,0,0,0,31,2767,493,302,0,0
67309,1076,515,47,181,149,95,95,9,6,9,0,0,0,0,0,53,2681,987,892,0,0
75236,1027,438,66,400,12,38,114,8,3,13,0,0,0,0,0,56,2375,954,840,0,0
30015,1028,25,0,22,2,3,5,1,0,4,0,0,0,0,0,50,2306,52,47,0,0
50943,1049,31,0,7,2,0,6,1,0,3,0,0,0,0,0,64,2532,40,34,0,0
67272,1012,357,35,271,28,28,14,6,2,12,0,0,0,0,0,54,2349,719,705,0,0
51529,1014,400,4,35,6,0,22,9,1,5,0,0,0,0,0,71,2454,445,423,0,0
32011,1089,99,0,15,2,1,5,2,1,4,0,0,0,0,0,49,2470,117,112,0,0
7500,1096,1,11,5,4,6,9,2,0,3,0,0,0,0,0,34,2666,27,18,0,0
28691,1056,5,4,13,8,0,4,1,0,3,0,0,0,0,0,31,2519,30,26,0,0
56223,1072,77,28,31,16,0,4,2,1,5,0,0,0,0,0,72,2350,152,148,0,0
18100,1014,3,1,2,4,3,1,0,0,3,0,0,0,0,0,74,2486,13,12,0,0
30279,1013,10,4,14,4,4,1,1,0,3,0,0,0,0,0,31,2705,36,35,0,0
20130,1099,0,6,3,7,6,12,1,0,3,0,0,0,0,0,46,2263,22,10,0,0
23295,1072,0,0,1,2,12,5,1,0,2,0,0,0,0,0,61,2510,15,10,0,0
42618,1092,76,14,74,13,5,10,5,0,4,0,0,0,0,0,48,2422,182,172,0,0
81246,1087,398,190,537,61,156,37,4,5,7,1,0,0,1,0,56,2341,1342,1305,2,0
24027,1007,14,7,11,11,0,5,2,0,3,0,0,0,0,0,44,2544,43,38,0,0
55707,1091,208,7,82,30,66,35,3,2,9,0,0,0,0,0,67,2348,393,358,0,0
57959,1071,430,16,322,43,24,33,4,7,11,0,0,0,0,0,65,2582,835,802,0,0
56796,1024,656,38,161,62,47,37,8,9,7,0,0,0,0,0,51,2657,964,927,0,0
36230,1017,14,2,30,8,2,3,2,0,4,0,0,0,0,0,49,2414,56,53,0,0
70829,1087,141,70,106,72,19,23,4,2,8,0,0,0,0,0,40,2369,408,385,0,0
65991,1021,507,19,364,25,47,9,9,5,10,0,0,0,0,0,44,2819,962,953,0,0
38988,1090,164,24,103,12,3,42,5,1,6,0,0,0,0,0,48,2837,306,264,0,0
89572,1044,606,24,974,197,194,64,7,7,9,0,1,0,1,0,54,2811,1995,1931,2,1
42207,1071,116,11,72,3,17,46,4,1,5,1,0,0,0,0,36,2613,219,173,1,1
50300,1052,143,15,60,24,23,5,2,1,8,0,0,0,0,0,68,2194,265,260,0,0
66664,1078,398,96,447,220,96,32,5,7,6,0,0,0,0,0,38,2801,1257,1225,0,0
60597,1002,522,0,257,32,16,66,2,2,8,0,0,0,1,0,56,2338,827,761,1,1
70165,1060,161,0,253,199,191,122,3,7,11,0,0,0,0,0,71,2439,804,682,0,0
50520,1025,112,0,6,2,1,14,3,1,3,0,0,0,0,0,62,2311,121,107,0,0
80124,1047,483,84,398,205,84,241,3,7,8,1,0,0,0,0,57,2162,1254,1013,1,0
33183,1046,7,5,39,17,15,37,4,0,3,0,0,0,0,0,45,2284,83,46,0,0
66582,1083,789,25,420,16,38,0,2,8,9,0,0,0,0,0,51,2277,1288,1288,0,0
75261,1017,1239,17,413,23,34,17,5,6,5,0,1,1,0,0,65,2591,1726,1709,2,1
31880,1013,4,1,5,2,0,3,1,0,2,0,0,0,0,0,50,2765,12,9,0,0
53790,1086,335,42,127,28,5,5,7,2,8,0,0,0,0,0,69,2274,537,532,0,0
49269,1092,639,8,166,11,8,58,7,3,12,0,0,0,0,0,49,2842,832,774,0,0
61456,1047,563,76,384,84,192,89,6,10,13,0,0,0,0,0,45,2618,1299,1210,0,0
37406,1018,2,0,8,2,2,3,1,0,2,0,0,0,0,0,40,2421,14,11,0,1
56937,1081,746,8,125,11,8,8,8,6,9,0,1,0,0,0,39,2853,898,890,1,1
38415,1091,22,1,13,4,0,4,1,0,3,0,0,0,0,0,42,2702,40,36,0,0
20518,1058,4,1,6,4,1,9,1,1,2,0,0,0,0,0,32,2201,16,7,0,0
62503,1040,478,0,193,110,75,117,8,3,11,0,0,0,0,0,64,2655,856,739,0,0
41644,1067,20,3,4,2,0,2,1,0,3,0,0,0,0,0,48,2210,29,27,0,0
55842,1019,451,0,39,0,4,24,7,1,8,0,0,0,0,0,43,2196,494,470,0,0
62010,1093,371,22,39,6,0,92,6,2,7,0,0,0,0,0,48,2773,438,346,0,0
41124,1041,281,7,84,15,0,119,7,3,4,0,0,0,0,0,43,2765,387,268,0,0
38961,1060,19,7,19,0,1,24,2,1,2,0,0,0,0,0,47,2340,46,22,0,0
37760,1054,26,3,13,2,10,0,2,0,3,0,0,0,0,0,48,2481,54,54,0,0
32233,1026,138,15,35,25,11,72,6,2,2,1,0,0,0,0,46,2838,224,152,1,1
43057,1030,213,2,44,0,2,5,4,2,5,0,0,0,0,0,45,2401,261,256,0,0
83151,1093,407,28,100,120,74,18,5,9,4,0,0,0,0,0,60,2786,729,711,0,0
78825,1035,483,74,114,169,37,18,5,10,13,0,0,0,0,0,56,2812,877,859,0,1
65104,1004,738,0,232,13,20,50,3,5,7,0,0,0,0,0,44,2386,1003,953,0,0
60093,1092,502,12,109,16,6,90,7,2,10,0,0,0,0,0,46,2527,645,555,0,0
14045,1024,11,0,5,2,1,1,1,0,3,0,0,0,0,0,51,2313,19,18,0,0
28457,1096,24,1,108,29,29,14,4,1,4,0,0,0,0,0,68,2768,191,177,0,0
78952,1011,1170,19,594,99,76,134,2,5,12,0,0,0,0,0,62,2802,1958,1824,0,0
46310,1099,185,2,88,15,5,14,6,1,5,0,0,0,0,0,44,2732,295,281,0,0
76005,1072,983,20,389,240,50,40,3,5,13,0,0,0,1,0,65,2651,1682,1642,1,0
58308,1077,691,0,69,10,0,130,2,6,3,0,0,0,0,0,56,2692,770,640,0,0
55614,1085,504,13,131,8,0,26,9,4,6,0,1,0,0,0,76,2373,656,630,1,0
59432,1088,317,25,265,25,19,12,5,3,11,0,0,0,0,0,58,2601,651,639,0,0
55563,1022,29,1,9,2,0,2,2,0,3,0,0,0,0,0,42,2244,41,39,0,0
78642,1083,1396,0,322,46,35,17,4,9,4,0,0,0,0,0,49,2593,1799,1782,0,0
67911,1063,529,0,356,63,28,0,6,7,11,0,0,0,0,0,71,2197,976,976,0,0
65275,1009,388,14,218,91,14,21,4,3,13,0,0,0,0,0,76,2611,725,704,0,0
27203,1092,13,2,21,4,0,24,1,1,2,0,0,0,0,0,70,2851,40,16,0,0
48330,1002,28,0,4,0,0,0,1,0,3,0,0,0,0,0,59,2385,32,32,0,0
24279,1006,16,36,21,20,62,108,4,1,3,0,0,0,0,0,30,2706,155,47,0,0
64355,1066,1047,0,140,67,38,153,4,3,12,0,0,0,0,0,35,2833,1292,1139,0,0
50943,1049,31,0,7,2,0,6,1,0,3,0,0,0,0,0,64,2532,40,34,0,0
53653,1029,815,10,239,28,10,108,10,4,12,0,0,0,0,0,67,2758,1102,994,0,0
65665,1077,225,162,387,106,36,29,5,10,8,0,0,0,0,0,44,2368,916,887,0,0
81217,1077,493,70,324,146,40,84,3,7,11,0,0,0,0,0,31,2504,1073,989,0,0
34935,1071,34,4,66,3,10,20,2,1,4,0,0,0,0,0,28,2532,117,97,0,0
61250,1049,382,138,65,60,26,59,5,2,12,0,0,0,0,0,61,2719,671,612,0,0
39665,1097,127,1,56,0,1,31,4,2,3,1,0,0,0,0,39,2559,185,154,1,0
60152,1006,325,83,300,86,58,91,6,4,12,0,0,0,0,0,41,2617,852,761,0,0
48920,1093,238,17,68,8,10,6,6,2,5,0,1,0,0,0,56,2411,341,335,1,0
89120,1078,1168,92,408,72,129,55,5,6,7,0,0,1,0,0,61,2263,1869,1814,1,0
44124,1062,284,0,55,0,6,52,6,2,5,0,0,0,0,0,74,2573,345,293,0,0
81169,1047,1288,20,613,80,61,27,5,7,9,0,0,0,0,0,45,2600,2062,2035,0,0
36443,1009,65,0,46,4,3,20,3,1,3,0,0,0,0,0,59,2670,118,98,0,0
26095,1077,11,7,9,3,1,11,1,0,3,0,0,0,0,0,30,2523,31,20,0,0
71367,1024,227,23,389,42,21,75,4,5,7,0,0,0,0,0,61,2469,702,627,0,0
80184,1019,1035,134,670,25,38,0,6,3,10,0,0,1,1,0,76,2279,1902,1902,2,0
30630,1067,27,1,12,2,0,10,2,0,3,0,0,0,0,0,55,2312,42,32,0,0
73454,1095,982,73,351,56,14,175,2,4,6,1,0,0,0,0,33,2279,1476,1301,1,0
42691,1048,179,2,64,38,17,58,5,1,6,0,0,0,0,0,29,2476,300,242,0,0
70503,1073,1379,33,216,0,33,66,2,4,9,0,1,1,0,0,67,2796,1661,1595,2,0
25545,1035,32,1,64,16,12,85,2,2,3,0,0,0,0,0,33,2818,125,40,0,1
32880,1076,8,4,15,7,6,2,1,0,3,0,0,0,0,0,34,2731,40,38,0,0
77863,1020,881,38,319,16,25,12,4,5,10,0,0,0,0,0,62,2373,1279,1267,0,0
50353,1072,141,15,153,67,31,35,4,4,6,0,0,0,0,0,43,2180,407,372,0,0
61839,1020,1000,155,379,224,17,120,4,8,4,0,0,0,0,0,56,2845,1775,1655,0,0
49154,1069,206,10,67,30,27,71,4,1,8,0,0,0,0,0,60,2397,340,269,0,0
47682,1080,162,61,83,97,57,61,4,3,8,0,0,0,0,0,45,2658,460,399,0,0
72679,1065,619,54,260,127,54,54,4,7,5,0,0,0,0,0,51,2443,1114,1060,0,0
57954,1052,456,4,24,0,0,9,8,2,6,0,1,0,0,0,43,2170,484,475,1,0
65316,1065,112,6,92,3,9,38,3,2,5,0,0,0,0,0,58,2590,222,184,0,0
28567,1057,11,3,22,2,2,6,2,0,3,0,0,0,0,0,38,2536,40,34,0,0
47352,1070,172,12,112,8,0,15,6,1,5,0,0,0,0,0,69,2603,304,289,0,0
44931,1000,78,0,11,0,0,7,2,1,3,0,0,0,0,0,53,2321,89,82,0,0
76982,1019,464,151,292,65,60,30,8,3,4,0,0,1,0,0,53,2293,1032,1002,1,1
57247,1050,99,4,32,37,54,6,2,1,7,0,0,0,0,0,68,2484,226,220,0,0
22944,1067,19,3,19,4,5,26,3,0,3,0,0,0,0,0,39,2347,50,24,0,0
25315,1046,1,9,8,11,3,22,3,0,3,0,0,0,0,0,43,2393,32,10,0,0
43638,1037,63,10,83,7,19,19,4,1,4,0,0,0,0,0,51,2851,182,163,0,0
42710,1038,252,3,42,4,3,102,4,5,3,0,0,0,0,0,36,2737,304,202,0,0
84169,1009,1478,19,403,0,19,0,7,6,6,0,1,1,0,0,38,2485,1919,1919,2,1
54058,1056,198,18,252,32,108,54,4,6,8,0,0,0,0,0,44,2549,608,554,0,0
24683,1098,8,4,10,6,7,6,2,0,4,0,0,0,0,0,30,2272,35,29,0,0
85620,1068,416,46,925,60,107,46,3,6,4,0,0,0,0,0,56,2332,1554,1508,0,1
47850,1072,42,7,43,20,12,10,3,0,4,0,0,0,0,0,40,2367,124,114,0,0
19514,1047,14,3,21,2,1,28,3,1,2,1,0,0,0,0,52,2313,41,13,1,1
27159,1033,17,0,3,0,0,1,1,0,3,0,0,0,0,0,47,2251,20,19,0,0
39548,1087,15,4,10,3,4,18,1,1,3,0,0,0,0,0,57,2249,36,18,0,0
21474,1000,6,16,24,11,0,34,3,1,2,1,0,0,0,0,31,2241,57,23,1,1
60504,1073,458,0,24,6,4,34,6,2,8,0,0,0,0,0,49,2301,492,458,0,0
22419,1074,30,3,47,19,21,42,3,2,2,0,0,0,0,0,57,2596,120,78,0,0
81698,1004,179,28,520,111,123,47,3,8,13,0,0,0,0,0,71,2394,961,914,0,1
43462,1050,90,17,97,15,6,15,4,1,5,0,0,0,0,0,68,2814,225,210,0,0
54880,1057,308,85,137,102,45,118,6,2,11,0,0,0,0,0,42,2644,677,559,0,0
79908,1030,557,129,761,29,185,111,5,6,7,0,0,1,0,0,38,2609,1661,1550,1,0
15315,1027,7,4,13,15,8,17,2,0,4,0,0,0,0,0,50,2489,47,30,0,0
87771,1061,1492,38,287,50,57,33,5,10,4,0,1,1,1,1,61,2562,1924,1891,4,1
33039,1004,30,8,12,8,8,12,2,0,4,0,0,0,0,0,42,2452,66,54,0,0
81741,1075,249,153,940,58,134,38,6,6,7,0,0,0,0,0,40,2537,1534,1496,0,0
71499,1012,465,25,132,136,0,37,8,3,13,0,0,0,0,0,49,2528,758,721,0,0
62466,1013,129,129,259,168,121,83,6,3,12,0,0,0,0,0,50,2324,806,723,0,0
48799,1009,174,18,81,28,6,24,3,2,7,0,0,0,0,0,57,2395,307,283,0,0
52157,1048,189,2,29,3,2,40,3,2,5,0,0,0,0,0,70,2181,225,185,0,0
66565,1080,747,10,161,65,40,42,4,2,9,0,0,0,0,0,58,2730,1023,981,0,0
29298,1060,6,0,2,2,0,1,1,0,2,0,0,0,0,0,69,2454,10,9,0,0
47691,1043,14,0,3,0,0,4,1,0,2,0,0,0,0,0,41,2518,17,13,0,0
38200,1019,12,0,4,0,0,1,1,0,2,0,0,0,0,0,50,2728,16,15,0,0
44989,1026,98,0,106,49,10,106,5,1,5,0,0,0,0,0,46,2814,263,157,0,0
38443,1058,32,0,5,0,0,1,1,0,3,0,0,0,0,0,52,2312,37,36,0,0
38593,1042,51,12,49,17,24,24,4,1,3,0,0,0,0,0,42,2448,153,129,0,0
64413,1027,200,5,44,0,10,20,5,1,5,0,0,0,0,0,50,2491,259,239,0,0
36959,1056,25,6,25,6,0,0,2,0,3,0,0,0,0,0,39,2429,62,62,0,0
61996,1027,1050,12,144,0,0,24,6,4,8,0,1,0,1,1,43,2673,1206,1182,3,1
51287,1010,117,0,22,13,0,30,4,1,3,0,0,0,0,0,52,2248,152,122,0,0
13260,1048,9,4,17,10,2,7,3,0,3,0,0,0,0,0,50,2469,42,35,0,0
47472,1039,56,0,11,0,0,8,2,0,4,0,0,0,0,0,54,2445,67,59,0,0
54603,1085,145,13,46,17,2,4,4,2,4,0,0,0,0,0,64,2514,223,219,0,0
45207,1064,203,0,10,0,0,2,3,1,6,0,1,0,0,0,46,2755,213,211,1,0
40689,1069,270,3,27,39,6,99,7,1,5,0,0,0,0,0,69,2627,345,246,0,0
47821,1054,9,0,16,6,6,10,1,0,3,0,0,0,0,0,53,2411,37,27,0,0
27450,1057,37,12,23,8,11,52,2,1,3,0,0,0,0,0,69,2599,91,39,0,0
39453,1064,46,0,7,0,0,2,2,0,3,0,0,0,0,0,37,2246,53,51,0,0
26850,1010,31,1,13,7,2,9,2,1,4,0,0,0,0,0,49,2231,54,45,0,0
79800,1065,1060,21,530,32,0,224,5,11,5,1,0,1,1,0,65,2803,1643,1419,3,1
61794,1074,264,47,188,54,47,11,4,4,10,0,0,0,0,0,59,2447,600,589,0,0
53863,1004,399,4,30,6,4,30,7,1,7,0,1,0,0,0,65,2202,443,413,1,0
24221,1094,8,9,9,2,5,22,1,1,3,0,0,0,0,0,61,2472,33,11,0,0
39684,1041,19,0,35,6,4,17,2,1,2,0,0,0,0,0,36,2784,64,47,0,1
92163,1025,817,183,797,106,163,20,5,11,5,0,0,1,1,0,45,2723,2066,2046,2,1
69882,1094,292,127,635,132,127,165,3,7,9,0,0,0,0,0,55,2390,1313,1148,0,0
33178,1009,12,6,2,11,2,16,1,0,3,0,0,0,0,0,43,2309,33,17,0,0
59973,1047,130,30,168,20,34,0,3,4,7,0,0,0,0,0,48,2450,382,382,0,0
